location,date,vaccine,total_vaccinations
Latvia,4/17/2021,Pfizer/BioNTech,52973
Latvia,4/18/2021,Moderna,37431
Latvia,4/18/2021,Oxford/AstraZeneca,160913
Latvia,4/18/2021,Pfizer/BioNTech,53415
Latvia,4/19/2021,Moderna,38796
Latvia,4/19/2021,Oxford/AstraZeneca,161789
Latvia,4/19/2021,Pfizer/BioNTech,55181
Latvia,4/20/2021,Moderna,42821
Latvia,4/20/2021,Oxford/AstraZeneca,162763
Latvia,4/20/2021,Pfizer/BioNTech,57600
Latvia,4/21/2021,Moderna,48260
Latvia,4/21/2021,Oxford/AstraZeneca,164365
Latvia,4/21/2021,Pfizer/BioNTech,61027
Latvia,4/22/2021,Moderna,54260
Latvia,4/22/2021,Oxford/AstraZeneca,165208
Latvia,4/22/2021,Pfizer/BioNTech,64078
Latvia,4/23/2021,Moderna,58416
Latvia,4/23/2021,Oxford/AstraZeneca,166390
Latvia,4/23/2021,Pfizer/BioNTech,69578
Latvia,4/24/2021,Moderna,58839
Latvia,4/24/2021,Oxford/AstraZeneca,167042
Latvia,4/24/2021,Pfizer/BioNTech,74719
Latvia,4/25/2021,Moderna,59087
Latvia,4/25/2021,Oxford/AstraZeneca,167135
Latvia,4/25/2021,Pfizer/BioNTech,75781
Latvia,4/26/2021,Moderna,61205
Latvia,4/26/2021,Oxford/AstraZeneca,168697
Latvia,4/26/2021,Pfizer/BioNTech,76698
Latvia,4/27/2021,Johnson&Johnson,114
Latvia,4/27/2021,Moderna,64577
Latvia,4/27/2021,Oxford/AstraZeneca,171091
Latvia,4/27/2021,Pfizer/BioNTech,78392
Latvia,4/28/2021,Johnson&Johnson,225
Latvia,4/28/2021,Moderna,68664
Latvia,4/28/2021,Oxford/AstraZeneca,173896
Latvia,4/28/2021,Pfizer/BioNTech,86050
Latvia,4/29/2021,Johnson&Johnson,274
Latvia,4/29/2021,Moderna,72873
Latvia,4/29/2021,Oxford/AstraZeneca,176995
Latvia,4/29/2021,Pfizer/BioNTech,93173
Latvia,4/30/2021,Johnson&Johnson,356
Latvia,4/30/2021,Moderna,75830
Latvia,4/30/2021,Oxford/AstraZeneca,179162
Latvia,4/30/2021,Pfizer/BioNTech,99534
Latvia,5/1/2021,Johnson&Johnson,358
Latvia,5/1/2021,Moderna,76070
Latvia,5/1/2021,Oxford/AstraZeneca,179547
Latvia,5/1/2021,Pfizer/BioNTech,105770
Latvia,5/2/2021,Johnson&Johnson,369
Latvia,5/2/2021,Moderna,76107
Latvia,5/2/2021,Oxford/AstraZeneca,179570
Latvia,5/2/2021,Pfizer/BioNTech,107311
Latvia,5/3/2021,Johnson&Johnson,370
Latvia,5/3/2021,Moderna,76749
Latvia,5/3/2021,Oxford/AstraZeneca,180116
Latvia,5/3/2021,Pfizer/BioNTech,109119
Latvia,5/4/2021,Johnson&Johnson,373
Latvia,5/4/2021,Moderna,76839
Latvia,5/4/2021,Oxford/AstraZeneca,180121
Latvia,5/4/2021,Pfizer/BioNTech,117911
Latvia,5/5/2021,Johnson&Johnson,508
Latvia,5/5/2021,Moderna,80730
Latvia,5/5/2021,Oxford/AstraZeneca,182931
Latvia,5/5/2021,Pfizer/BioNTech,127848
Latvia,5/6/2021,Johnson&Johnson,680
Latvia,5/6/2021,Moderna,85071
Latvia,5/6/2021,Oxford/AstraZeneca,186834
Latvia,5/6/2021,Pfizer/BioNTech,141163
Latvia,5/7/2021,Johnson&Johnson,845
Latvia,5/7/2021,Moderna,89125
Latvia,5/7/2021,Oxford/AstraZeneca,189867
Latvia,5/7/2021,Pfizer/BioNTech,153943
Latvia,5/8/2021,Johnson&Johnson,893
Latvia,5/8/2021,Moderna,90795
Latvia,5/8/2021,Oxford/AstraZeneca,190989
Latvia,5/8/2021,Pfizer/BioNTech,163409
Latvia,5/9/2021,Johnson&Johnson,976
Latvia,5/9/2021,Moderna,90798
Latvia,5/9/2021,Oxford/AstraZeneca,191016
Latvia,5/9/2021,Pfizer/BioNTech,164925
Latvia,5/10/2021,Johnson&Johnson,1101
Latvia,5/10/2021,Moderna,92766
Latvia,5/10/2021,Oxford/AstraZeneca,193474
Latvia,5/10/2021,Pfizer/BioNTech,169969
Latvia,5/11/2021,Johnson&Johnson,1381
Latvia,5/11/2021,Moderna,95332
Latvia,5/11/2021,Oxford/AstraZeneca,195778
Latvia,5/11/2021,Pfizer/BioNTech,182839
Latvia,5/12/2021,Johnson&Johnson,1952
Latvia,5/12/2021,Moderna,99002
Latvia,5/12/2021,Oxford/AstraZeneca,198323
Latvia,5/12/2021,Pfizer/BioNTech,198880
Latvia,5/13/2021,Johnson&Johnson,2613
Latvia,5/13/2021,Moderna,102598
Latvia,5/13/2021,Oxford/AstraZeneca,201209
Latvia,5/13/2021,Pfizer/BioNTech,214200
Latvia,5/14/2021,Johnson&Johnson,3530
Latvia,5/14/2021,Moderna,105603
Latvia,5/14/2021,Oxford/AstraZeneca,204667
Latvia,5/14/2021,Pfizer/BioNTech,228764
Latvia,5/15/2021,Johnson&Johnson,3623
Latvia,5/15/2021,Moderna,106133
Latvia,5/15/2021,Oxford/AstraZeneca,205263
Latvia,5/15/2021,Pfizer/BioNTech,240864
Latvia,5/16/2021,Johnson&Johnson,3643
Latvia,5/16/2021,Moderna,106375
Latvia,5/16/2021,Oxford/AstraZeneca,205303
Latvia,5/16/2021,Pfizer/BioNTech,245599
Latvia,5/17/2021,Johnson&Johnson,4276
Latvia,5/17/2021,Moderna,109008
Latvia,5/17/2021,Oxford/AstraZeneca,207659
Latvia,5/17/2021,Pfizer/BioNTech,251948
Latvia,5/18/2021,Johnson&Johnson,5556
Latvia,5/18/2021,Moderna,113569
Latvia,5/18/2021,Oxford/AstraZeneca,209427
Latvia,5/18/2021,Pfizer/BioNTech,261688
Latvia,5/19/2021,Johnson&Johnson,7469
Latvia,5/19/2021,Moderna,118959
Latvia,5/19/2021,Oxford/AstraZeneca,211565
Latvia,5/19/2021,Pfizer/BioNTech,275389
Latvia,5/20/2021,Johnson&Johnson,9259
Latvia,5/20/2021,Moderna,124939
Latvia,5/20/2021,Oxford/AstraZeneca,213672
Latvia,5/20/2021,Pfizer/BioNTech,286939
Latvia,5/21/2021,Johnson&Johnson,11646
Latvia,5/21/2021,Moderna,129031
Latvia,5/21/2021,Oxford/AstraZeneca,215096
Latvia,5/21/2021,Pfizer/BioNTech,299808
Latvia,5/22/2021,Johnson&Johnson,13128
Latvia,5/22/2021,Moderna,130665
Latvia,5/22/2021,Oxford/AstraZeneca,215518
Latvia,5/22/2021,Pfizer/BioNTech,309020
Latvia,5/23/2021,Johnson&Johnson,13340
Latvia,5/23/2021,Moderna,131515
Latvia,5/23/2021,Oxford/AstraZeneca,215523
Latvia,5/23/2021,Pfizer/BioNTech,310779
Latvia,5/24/2021,Johnson&Johnson,14707
Latvia,5/24/2021,Moderna,134259
Latvia,5/24/2021,Oxford/AstraZeneca,217445
Latvia,5/24/2021,Pfizer/BioNTech,316617
Latvia,5/25/2021,Johnson&Johnson,15830
Latvia,5/25/2021,Moderna,138341
Latvia,5/25/2021,Oxford/AstraZeneca,219778
Latvia,5/25/2021,Pfizer/BioNTech,329607
Latvia,5/26/2021,Johnson&Johnson,16856
Latvia,5/26/2021,Moderna,142356
Latvia,5/26/2021,Oxford/AstraZeneca,222881
Latvia,5/26/2021,Pfizer/BioNTech,343364
Latvia,5/27/2021,Johnson&Johnson,17784
Latvia,5/27/2021,Moderna,146038
Latvia,5/27/2021,Oxford/AstraZeneca,225661
Latvia,5/27/2021,Pfizer/BioNTech,357878
Latvia,5/28/2021,Johnson&Johnson,19217
Latvia,5/28/2021,Moderna,150170
Latvia,5/28/2021,Oxford/AstraZeneca,227608
Latvia,5/28/2021,Pfizer/BioNTech,375058
Latvia,5/29/2021,Johnson&Johnson,20866
Latvia,5/29/2021,Moderna,150827
Latvia,5/29/2021,Oxford/AstraZeneca,227861
Latvia,5/29/2021,Pfizer/BioNTech,384364
Latvia,5/30/2021,Johnson&Johnson,21603
Latvia,5/30/2021,Moderna,151021
Latvia,5/30/2021,Oxford/AstraZeneca,227896
Latvia,5/30/2021,Pfizer/BioNTech,387536
Latvia,5/31/2021,Johnson&Johnson,22663
Latvia,5/31/2021,Moderna,152716
Latvia,5/31/2021,Oxford/AstraZeneca,229523
Latvia,5/31/2021,Pfizer/BioNTech,396188
Latvia,6/1/2021,Johnson&Johnson,23614
Latvia,6/1/2021,Moderna,154472
Latvia,6/1/2021,Oxford/AstraZeneca,232194
Latvia,6/1/2021,Pfizer/BioNTech,411984
Latvia,6/2/2021,Johnson&Johnson,25071
Latvia,6/2/2021,Moderna,157381
Latvia,6/2/2021,Oxford/AstraZeneca,234885
Latvia,6/2/2021,Pfizer/BioNTech,426909
Latvia,6/3/2021,Johnson&Johnson,26151
Latvia,6/3/2021,Moderna,161298
Latvia,6/3/2021,Oxford/AstraZeneca,237216
Latvia,6/3/2021,Pfizer/BioNTech,441374
Latvia,6/4/2021,Johnson&Johnson,27965
Latvia,6/4/2021,Moderna,166110
Latvia,6/4/2021,Oxford/AstraZeneca,238529
Latvia,6/4/2021,Pfizer/BioNTech,453487
Latvia,6/5/2021,Johnson&Johnson,29004
Latvia,6/5/2021,Moderna,167780
Latvia,6/5/2021,Oxford/AstraZeneca,238796
Latvia,6/5/2021,Pfizer/BioNTech,461755
Latvia,6/6/2021,Johnson&Johnson,30086
Latvia,6/6/2021,Moderna,167885
Latvia,6/6/2021,Oxford/AstraZeneca,238808
Latvia,6/6/2021,Pfizer/BioNTech,465767
Latvia,6/7/2021,Johnson&Johnson,31133
Latvia,6/7/2021,Moderna,170128
Latvia,6/7/2021,Oxford/AstraZeneca,240749
Latvia,6/7/2021,Pfizer/BioNTech,475458
Latvia,6/8/2021,Johnson&Johnson,32545
Latvia,6/8/2021,Moderna,172354
Latvia,6/8/2021,Oxford/AstraZeneca,244037
Latvia,6/8/2021,Pfizer/BioNTech,486636
Latvia,6/9/2021,Johnson&Johnson,33762
Latvia,6/9/2021,Moderna,174610
Latvia,6/9/2021,Oxford/AstraZeneca,247604
Latvia,6/9/2021,Pfizer/BioNTech,497955
Latvia,6/10/2021,Johnson&Johnson,35359
Latvia,6/10/2021,Moderna,176972
Latvia,6/10/2021,Oxford/AstraZeneca,250735
Latvia,6/10/2021,Pfizer/BioNTech,507872
Latvia,6/11/2021,Johnson&Johnson,36931
Latvia,6/11/2021,Moderna,179627
Latvia,6/11/2021,Oxford/AstraZeneca,253251
Latvia,6/11/2021,Pfizer/BioNTech,518506
Latvia,6/12/2021,Johnson&Johnson,38225
Latvia,6/12/2021,Moderna,180675
Latvia,6/12/2021,Oxford/AstraZeneca,253479
Latvia,6/12/2021,Pfizer/BioNTech,524195
Latvia,6/13/2021,Johnson&Johnson,38688
Latvia,6/13/2021,Moderna,181001
Latvia,6/13/2021,Oxford/AstraZeneca,253490
Latvia,6/13/2021,Pfizer/BioNTech,525025
Latvia,6/14/2021,Johnson&Johnson,39581
Latvia,6/14/2021,Moderna,182935
Latvia,6/14/2021,Oxford/AstraZeneca,254751
Latvia,6/14/2021,Pfizer/BioNTech,531310
Latvia,6/15/2021,Johnson&Johnson,41247
Latvia,6/15/2021,Moderna,184648
Latvia,6/15/2021,Oxford/AstraZeneca,257535
Latvia,6/15/2021,Pfizer/BioNTech,538119
Latvia,6/16/2021,Johnson&Johnson,42846
Latvia,6/16/2021,Moderna,186734
Latvia,6/16/2021,Oxford/AstraZeneca,260298
Latvia,6/16/2021,Pfizer/BioNTech,547576
Latvia,6/17/2021,Johnson&Johnson,44500
Latvia,6/17/2021,Moderna,188315
Latvia,6/17/2021,Oxford/AstraZeneca,262550
Latvia,6/17/2021,Pfizer/BioNTech,555372
Latvia,6/18/2021,Johnson&Johnson,46508
Latvia,6/18/2021,Moderna,190249
Latvia,6/18/2021,Oxford/AstraZeneca,264623
Latvia,6/18/2021,Pfizer/BioNTech,566669
Latvia,6/19/2021,Johnson&Johnson,47998
Latvia,6/19/2021,Moderna,191861
Latvia,6/19/2021,Oxford/AstraZeneca,265146
Latvia,6/19/2021,Pfizer/BioNTech,571514
Latvia,6/20/2021,Johnson&Johnson,48659
Latvia,6/20/2021,Moderna,192565
Latvia,6/20/2021,Oxford/AstraZeneca,265210
Latvia,6/20/2021,Pfizer/BioNTech,573562
Latvia,6/21/2021,Johnson&Johnson,50178
Latvia,6/21/2021,Moderna,194302
Latvia,6/21/2021,Oxford/AstraZeneca,268252
Latvia,6/21/2021,Pfizer/BioNTech,579798
Latvia,6/22/2021,Johnson&Johnson,51469
Latvia,6/22/2021,Moderna,195709
Latvia,6/22/2021,Oxford/AstraZeneca,269324
Latvia,6/22/2021,Pfizer/BioNTech,586381
Latvia,6/23/2021,Johnson&Johnson,51597
Latvia,6/23/2021,Moderna,195746
Latvia,6/23/2021,Oxford/AstraZeneca,269327
Latvia,6/23/2021,Pfizer/BioNTech,586557
Latvia,6/24/2021,Johnson&Johnson,51607
Latvia,6/24/2021,Moderna,195765
Latvia,6/24/2021,Oxford/AstraZeneca,269332
Latvia,6/24/2021,Pfizer/BioNTech,586618
Latvia,6/25/2021,Johnson&Johnson,51934
Latvia,6/25/2021,Moderna,197047
Latvia,6/25/2021,Oxford/AstraZeneca,269471
Latvia,6/25/2021,Pfizer/BioNTech,587870
Latvia,6/26/2021,Johnson&Johnson,52544
Latvia,6/26/2021,Moderna,197279
Latvia,6/26/2021,Oxford/AstraZeneca,270612
Latvia,6/26/2021,Pfizer/BioNTech,589101
Latvia,6/27/2021,Johnson&Johnson,53015
Latvia,6/27/2021,Moderna,197439
Latvia,6/27/2021,Oxford/AstraZeneca,271846
Latvia,6/27/2021,Pfizer/BioNTech,589510
Latvia,6/28/2021,Johnson&Johnson,54321
Latvia,6/28/2021,Moderna,199796
Latvia,6/28/2021,Oxford/AstraZeneca,274909
Latvia,6/28/2021,Pfizer/BioNTech,598302
Latvia,6/29/2021,Johnson&Johnson,56173
Latvia,6/29/2021,Moderna,202028
Latvia,6/29/2021,Oxford/AstraZeneca,277005
Latvia,6/29/2021,Pfizer/BioNTech,606529
Latvia,6/30/2021,Johnson&Johnson,58102
Latvia,6/30/2021,Moderna,203803
Latvia,6/30/2021,Oxford/AstraZeneca,279813
Latvia,6/30/2021,Pfizer/BioNTech,614742
Latvia,7/1/2021,Johnson&Johnson,59766
Latvia,7/1/2021,Moderna,205590
Latvia,7/1/2021,Oxford/AstraZeneca,281042
Latvia,7/1/2021,Pfizer/BioNTech,621823
Latvia,7/2/2021,Johnson&Johnson,61735
Latvia,7/2/2021,Moderna,208126
Latvia,7/2/2021,Oxford/AstraZeneca,282328
Latvia,7/2/2021,Pfizer/BioNTech,628441
Latvia,7/3/2021,Johnson&Johnson,63322
Latvia,7/3/2021,Moderna,208953
Latvia,7/3/2021,Oxford/AstraZeneca,284785
Latvia,7/3/2021,Pfizer/BioNTech,632189
Latvia,7/4/2021,Johnson&Johnson,64154
Latvia,7/4/2021,Moderna,209082
Latvia,7/4/2021,Oxford/AstraZeneca,284816
Latvia,7/4/2021,Pfizer/BioNTech,633426
Latvia,7/5/2021,Johnson&Johnson,65694
Latvia,7/5/2021,Moderna,210163
Latvia,7/5/2021,Oxford/AstraZeneca,285287
Latvia,7/5/2021,Pfizer/BioNTech,638040
Latvia,7/6/2021,Johnson&Johnson,67745
Latvia,7/6/2021,Moderna,210739
Latvia,7/6/2021,Oxford/AstraZeneca,285853
Latvia,7/6/2021,Pfizer/BioNTech,643724
Latvia,7/7/2021,Johnson&Johnson,70297
Latvia,7/7/2021,Moderna,211378
Latvia,7/7/2021,Oxford/AstraZeneca,286474
Latvia,7/7/2021,Pfizer/BioNTech,650080
Latvia,7/8/2021,Johnson&Johnson,72286
Latvia,7/8/2021,Moderna,211852
Latvia,7/8/2021,Oxford/AstraZeneca,286931
Latvia,7/8/2021,Pfizer/BioNTech,655823
Latvia,7/9/2021,Johnson&Johnson,74818
Latvia,7/9/2021,Moderna,212381
Latvia,7/9/2021,Oxford/AstraZeneca,289150
Latvia,7/9/2021,Pfizer/BioNTech,661851
Latvia,7/10/2021,Johnson&Johnson,76451
Latvia,7/10/2021,Moderna,213170
Latvia,7/10/2021,Oxford/AstraZeneca,291463
Latvia,7/10/2021,Pfizer/BioNTech,665129
Latvia,7/11/2021,Johnson&Johnson,77369
Latvia,7/11/2021,Moderna,213340
Latvia,7/11/2021,Oxford/AstraZeneca,291641
Latvia,7/11/2021,Pfizer/BioNTech,665910
Latvia,7/12/2021,Johnson&Johnson,79031
Latvia,7/12/2021,Moderna,214171
Latvia,7/12/2021,Oxford/AstraZeneca,291926
Latvia,7/12/2021,Pfizer/BioNTech,669607
Latvia,7/13/2021,Johnson&Johnson,81169
Latvia,7/13/2021,Moderna,214587
Latvia,7/13/2021,Oxford/AstraZeneca,292158
Latvia,7/13/2021,Pfizer/BioNTech,673456
Latvia,7/14/2021,Johnson&Johnson,83492
Latvia,7/14/2021,Moderna,215240
Latvia,7/14/2021,Oxford/AstraZeneca,292435
Latvia,7/14/2021,Pfizer/BioNTech,676087
Latvia,7/15/2021,Johnson&Johnson,85177
Latvia,7/15/2021,Moderna,215840
Latvia,7/15/2021,Oxford/AstraZeneca,292665
Latvia,7/15/2021,Pfizer/BioNTech,678360
Latvia,7/16/2021,Johnson&Johnson,87157
Latvia,7/16/2021,Moderna,216396
Latvia,7/16/2021,Oxford/AstraZeneca,292769
Latvia,7/16/2021,Pfizer/BioNTech,681387
Latvia,7/17/2021,Johnson&Johnson,88737
Latvia,7/17/2021,Moderna,216586
Latvia,7/17/2021,Oxford/AstraZeneca,292823
Latvia,7/17/2021,Pfizer/BioNTech,683202
Latvia,7/18/2021,Johnson&Johnson,89154
Latvia,7/18/2021,Moderna,216732
Latvia,7/18/2021,Oxford/AstraZeneca,292830
Latvia,7/18/2021,Pfizer/BioNTech,683892
Latvia,7/19/2021,Johnson&Johnson,90345
Latvia,7/19/2021,Moderna,217020
Latvia,7/19/2021,Oxford/AstraZeneca,292853
Latvia,7/19/2021,Pfizer/BioNTech,687479
Latvia,7/20/2021,Johnson&Johnson,91603
Latvia,7/20/2021,Moderna,217489
Latvia,7/20/2021,Oxford/AstraZeneca,293056
Latvia,7/20/2021,Pfizer/BioNTech,692333
Latvia,7/21/2021,Johnson&Johnson,93030
Latvia,7/21/2021,Moderna,217825
Latvia,7/21/2021,Oxford/AstraZeneca,293205
Latvia,7/21/2021,Pfizer/BioNTech,697778
Latvia,7/22/2021,Johnson&Johnson,94263
Latvia,7/22/2021,Moderna,218068
Latvia,7/22/2021,Oxford/AstraZeneca,293383
Latvia,7/22/2021,Pfizer/BioNTech,702657
Latvia,7/23/2021,Johnson&Johnson,95238
Latvia,7/23/2021,Moderna,218324
Latvia,7/23/2021,Oxford/AstraZeneca,293437
Latvia,7/23/2021,Pfizer/BioNTech,707632
Latvia,7/24/2021,Johnson&Johnson,96298
Latvia,7/24/2021,Moderna,218647
Latvia,7/24/2021,Oxford/AstraZeneca,293444
Latvia,7/24/2021,Pfizer/BioNTech,710959
Latvia,7/25/2021,Johnson&Johnson,96553
Latvia,7/25/2021,Moderna,218678
Latvia,7/25/2021,Oxford/AstraZeneca,293445
Latvia,7/25/2021,Pfizer/BioNTech,712025
Latvia,7/26/2021,Johnson&Johnson,97185
Latvia,7/26/2021,Moderna,219046
Latvia,7/26/2021,Oxford/AstraZeneca,293525
Latvia,7/26/2021,Pfizer/BioNTech,716635
Latvia,7/27/2021,Johnson&Johnson,97781
Latvia,7/27/2021,Moderna,219555
Latvia,7/27/2021,Oxford/AstraZeneca,293589
Latvia,7/27/2021,Pfizer/BioNTech,721713
Latvia,7/28/2021,Johnson&Johnson,98385
Latvia,7/28/2021,Moderna,220164
Latvia,7/28/2021,Oxford/AstraZeneca,293631
Latvia,7/28/2021,Pfizer/BioNTech,727389
Latvia,7/29/2021,Johnson&Johnson,99013
Latvia,7/29/2021,Moderna,220550
Latvia,7/29/2021,Oxford/AstraZeneca,293660
Latvia,7/29/2021,Pfizer/BioNTech,731839
Latvia,7/30/2021,Johnson&Johnson,99560
Latvia,7/30/2021,Moderna,221209
Latvia,7/30/2021,Oxford/AstraZeneca,293702
Latvia,7/30/2021,Pfizer/BioNTech,737460
Latvia,7/31/2021,Johnson&Johnson,100223
Latvia,7/31/2021,Moderna,221382
Latvia,7/31/2021,Oxford/AstraZeneca,293717
Latvia,7/31/2021,Pfizer/BioNTech,740425
Latvia,8/1/2021,Johnson&Johnson,100549
Latvia,8/1/2021,Moderna,221431
Latvia,8/1/2021,Oxford/AstraZeneca,293719
Latvia,8/1/2021,Pfizer/BioNTech,741437
Latvia,8/2/2021,Johnson&Johnson,101200
Latvia,8/2/2021,Moderna,221713
Latvia,8/2/2021,Oxford/AstraZeneca,293739
Latvia,8/2/2021,Pfizer/BioNTech,745290
Latvia,8/3/2021,Johnson&Johnson,102106
Latvia,8/3/2021,Moderna,222081
Latvia,8/3/2021,Oxford/AstraZeneca,293741
Latvia,8/3/2021,Pfizer/BioNTech,750312
Latvia,8/4/2021,Johnson&Johnson,102909
Latvia,8/4/2021,Moderna,222478
Latvia,8/4/2021,Oxford/AstraZeneca,293756
Latvia,8/4/2021,Pfizer/BioNTech,755506
Latvia,8/5/2021,Johnson&Johnson,103407
Latvia,8/5/2021,Moderna,222745
Latvia,8/5/2021,Oxford/AstraZeneca,293762
Latvia,8/5/2021,Pfizer/BioNTech,759917
Latvia,8/6/2021,Johnson&Johnson,104233
Latvia,8/6/2021,Moderna,223168
Latvia,8/6/2021,Oxford/AstraZeneca,293783
Latvia,8/6/2021,Pfizer/BioNTech,765158
Latvia,8/7/2021,Johnson&Johnson,105572
Latvia,8/7/2021,Moderna,223273
Latvia,8/7/2021,Oxford/AstraZeneca,293786
Latvia,8/7/2021,Pfizer/BioNTech,767818
Latvia,8/8/2021,Johnson&Johnson,105868
Latvia,8/8/2021,Moderna,223298
Latvia,8/8/2021,Oxford/AstraZeneca,293787
Latvia,8/8/2021,Pfizer/BioNTech,768569
Latvia,8/9/2021,Johnson&Johnson,106152
Latvia,8/9/2021,Moderna,223551
Latvia,8/9/2021,Oxford/AstraZeneca,293793
Latvia,8/9/2021,Pfizer/BioNTech,772749
Latvia,8/10/2021,Johnson&Johnson,106636
Latvia,8/10/2021,Moderna,223953
Latvia,8/10/2021,Oxford/AstraZeneca,293832
Latvia,8/10/2021,Pfizer/BioNTech,777785
Latvia,8/11/2021,Johnson&Johnson,107227
Latvia,8/11/2021,Moderna,224385
Latvia,8/11/2021,Oxford/AstraZeneca,293875
Latvia,8/11/2021,Pfizer/BioNTech,784209
Latvia,8/12/2021,Johnson&Johnson,107522
Latvia,8/12/2021,Moderna,225097
Latvia,8/12/2021,Oxford/AstraZeneca,293903
Latvia,8/12/2021,Pfizer/BioNTech,788453
Latvia,8/13/2021,Johnson&Johnson,107960
Latvia,8/13/2021,Moderna,225707
Latvia,8/13/2021,Oxford/AstraZeneca,293918
Latvia,8/13/2021,Pfizer/BioNTech,793886
Latvia,8/14/2021,Johnson&Johnson,108273
Latvia,8/14/2021,Moderna,225840
Latvia,8/14/2021,Oxford/AstraZeneca,293924
Latvia,8/14/2021,Pfizer/BioNTech,797238
Latvia,8/15/2021,Johnson&Johnson,108361
Latvia,8/15/2021,Moderna,225922
Latvia,8/15/2021,Oxford/AstraZeneca,293929
Latvia,8/15/2021,Pfizer/BioNTech,798253
Latvia,8/16/2021,Johnson&Johnson,108574
Latvia,8/16/2021,Moderna,226426
Latvia,8/16/2021,Oxford/AstraZeneca,293949
Latvia,8/16/2021,Pfizer/BioNTech,802205
Latvia,8/17/2021,Johnson&Johnson,108859
Latvia,8/17/2021,Moderna,226932
Latvia,8/17/2021,Oxford/AstraZeneca,293961
Latvia,8/17/2021,Pfizer/BioNTech,807296
Latvia,8/18/2021,Johnson&Johnson,109450
Latvia,8/18/2021,Moderna,227525
Latvia,8/18/2021,Oxford/AstraZeneca,294031
Latvia,8/18/2021,Pfizer/BioNTech,813139
Latvia,8/19/2021,Johnson&Johnson,109835
Latvia,8/19/2021,Moderna,227928
Latvia,8/19/2021,Oxford/AstraZeneca,294037
Latvia,8/19/2021,Pfizer/BioNTech,817209
Latvia,8/20/2021,Johnson&Johnson,110136
Latvia,8/20/2021,Moderna,228231
Latvia,8/20/2021,Oxford/AstraZeneca,294049
Latvia,8/20/2021,Pfizer/BioNTech,821848
Liechtenstein,2/12/2021,Moderna,368
Liechtenstein,2/12/2021,Pfizer/BioNTech,797
Liechtenstein,2/19/2021,Moderna,888
Liechtenstein,2/19/2021,Pfizer/BioNTech,917
Liechtenstein,2/26/2021,Moderna,1256
Liechtenstein,2/26/2021,Pfizer/BioNTech,1333
Liechtenstein,3/5/2021,Moderna,1256
Liechtenstein,3/5/2021,Pfizer/BioNTech,1862
Liechtenstein,3/12/2021,Moderna,1904
Liechtenstein,3/12/2021,Pfizer/BioNTech,1862
Liechtenstein,3/19/2021,Moderna,2423
Liechtenstein,3/19/2021,Pfizer/BioNTech,1912
Liechtenstein,3/26/2021,Moderna,2423
Liechtenstein,3/26/2021,Pfizer/BioNTech,3036
Liechtenstein,4/2/2021,Moderna,2912
Liechtenstein,4/2/2021,Pfizer/BioNTech,3561
Liechtenstein,4/9/2021,Moderna,3822
Liechtenstein,4/9/2021,Pfizer/BioNTech,3561
Liechtenstein,4/16/2021,Moderna,4361
Liechtenstein,4/16/2021,Pfizer/BioNTech,4468
Liechtenstein,4/23/2021,Moderna,5199
Liechtenstein,4/23/2021,Pfizer/BioNTech,6227
Liechtenstein,4/30/2021,Moderna,6198
Liechtenstein,4/30/2021,Pfizer/BioNTech,6769
Liechtenstein,5/7/2021,Moderna,7569
Liechtenstein,5/7/2021,Pfizer/BioNTech,6769
Liechtenstein,5/14/2021,Moderna,8669
Liechtenstein,5/14/2021,Pfizer/BioNTech,7633
Liechtenstein,5/21/2021,Moderna,8959
Liechtenstein,5/21/2021,Pfizer/BioNTech,7901
Liechtenstein,5/28/2021,Moderna,10327
Liechtenstein,5/28/2021,Pfizer/BioNTech,8736
Liechtenstein,6/4/2021,Moderna,13100
Liechtenstein,6/4/2021,Pfizer/BioNTech,8736
Liechtenstein,6/11/2021,Moderna,15396
Liechtenstein,6/11/2021,Pfizer/BioNTech,9314
Liechtenstein,6/18/2021,Moderna,18203
Liechtenstein,6/18/2021,Pfizer/BioNTech,9314
Liechtenstein,6/25/2021,Moderna,19302
Liechtenstein,6/25/2021,Pfizer/BioNTech,9832
Liechtenstein,7/2/2021,Moderna,21577
Liechtenstein,7/2/2021,Pfizer/BioNTech,9832
Liechtenstein,7/9/2021,Moderna,23589
Liechtenstein,7/9/2021,Pfizer/BioNTech,10437
Liechtenstein,7/16/2021,Moderna,25915
Liechtenstein,7/16/2021,Pfizer/BioNTech,10437
Liechtenstein,7/23/2021,Moderna,26305
Liechtenstein,7/23/2021,Pfizer/BioNTech,10682
Liechtenstein,7/30/2021,Moderna,26305
Liechtenstein,7/30/2021,Pfizer/BioNTech,10682
Liechtenstein,8/6/2021,Moderna,26305
Liechtenstein,8/6/2021,Pfizer/BioNTech,10682
Liechtenstein,8/13/2021,Moderna,27431
Liechtenstein,8/13/2021,Pfizer/BioNTech,11273
Lithuania,12/27/2020,Pfizer/BioNTech,2454
Lithuania,12/28/2020,Pfizer/BioNTech,5211
Lithuania,12/29/2020,Pfizer/BioNTech,8185
Lithuania,12/30/2020,Pfizer/BioNTech,9717
Lithuania,12/31/2020,Pfizer/BioNTech,9742
Lithuania,1/1/2021,Pfizer/BioNTech,9742
Lithuania,1/2/2021,Pfizer/BioNTech,9742
Lithuania,1/3/2021,Pfizer/BioNTech,9742
Lithuania,1/4/2021,Pfizer/BioNTech,9744
